NAME,DATE
"Titan FC 15 - Titan Fighting Championship 15","Dec / 18 / 2009"
"CQC - Close Quarters Combat","Mar / 21 / 2009"
"Titan FC 12 - Titan Fighting Championship 12","Dec / 19 / 2008"
"FM - Productions","Nov / 22 / 2008"
"IFC - Sturgis 2008","Aug / 06 / 2008"
"IFC - Sturgis 2008","Aug / 03 / 2008"
"WCF - World Cage Fighting","Jun / 28 / 2008"
"WCFC - World Cage Fighting Championships","Apr / 05 / 2008"
"TFF - True Fight Fans","Dec / 07 / 2007"
"Titan FC 10 - Battlestar","Nov / 28 / 2007"
"UFC - The Ultimate Fighter Season 25 Quarterfinals, Day 2","Feb / 22 / 2017"
"CFC 10 - Light Heavyweight Grand Prix Finals","Aug / 21 / 2009"
"CFC 9 - Fighters Paradise","Jul / 11 / 2009"
"CFC 8 - Light Heavyweight Grand Prix","May / 22 / 2009"
"XFC - Return of the Hulk","Mar / 14 / 2009"
"EFG - Weapons of Mass Destruction","May / 03 / 2008"
"X-plosion - X-plosion","Aug / 18 / 2006"
"KOTC - Gunfather","Feb / 10 / 2006"
"Kumite 2 - Kumite","Nov / 11 / 2005"
"Kumite 1 - Kumite","Jul / 02 / 2005"
"KOTC - Australia","Feb / 04 / 2005"
"XFC 6 - Ultimate Fighting Returns","Nov / 20 / 2004"
"XFC 5 - When Worlds Collide","Aug / 13 / 2004"
"XFC - Xtreme Fight Club 2","Jun / 05 / 2004"
"SRF 6 - Spartan Reality Fight 6","Apr / 05 / 2003"
"Bellator 226 - Bader vs. Kongo","Sep / 07 / 2019"
"Bellator 206 - Mousasi vs. MacDonald","Sep / 29 / 2018"
"Bellator 199 - Bader vs. King Mo","May / 12 / 2018"
"Bellator 172 - Thomson vs. Pitbull","Feb / 18 / 2017"
"Bellator 147 - Thomson vs. Villaseca","Dec / 04 / 2015"
"Bellator 142 - Dynamite","Sep / 19 / 2015"
"408 Fights - Battle of the Bay 3","Jul / 19 / 2014"
"AFC - Arise Fighting Championships","Nov / 30 / 2013"
"DH - Dragon House 15","Nov / 02 / 2013"
"AFC - Arise Fighting Championships","Jun / 15 / 2013"
"Strikeforce - Challengers 15","Apr / 01 / 2011"
"Strikeforce - Diaz vs. Noons 2","Oct / 09 / 2010"
"Strikeforce - Challengers 6","Feb / 26 / 2010"
"CCFC - Mayhem","May / 17 / 2008"
"CCFC - Undefeated","Oct / 06 / 2007"
"CCFC - Total Elimination","May / 12 / 2007"
"CCFC - Judgment Day","Feb / 17 / 2007"
"CCFC - Throwdown at The Pavilion","Nov / 04 / 2006"
"WC 1 - Warrior Cup 1","Aug / 12 / 2006"
"XKO - Xtreme Knockout 12","Sep / 03 / 2011"
"STFC 16 - All or Nothing","Aug / 12 / 2011"
"XKO - Xtreme Knockout 11","Jul / 23 / 2011"
"Undisputed MMA - Undisputed MMA 1","Jun / 18 / 2011"
"UFC - The Ultimate Fighter Season 15 Quarterfinals, Week 1","May / 11 / 2012"
"UFC - The Ultimate Fighter Season 15 Opening Round, Week 1","Mar / 16 / 2012"
"KSW 22 - Pride Time","Mar / 16 / 2013"
"KSW 20 - Fighting Symphony","Sep / 15 / 2012"
"KSW 18 - Unfinished Sympathy","Feb / 25 / 2012"
"KSW 17 - Revenge","Nov / 26 / 2011"
"KSW 16 - Konfrontacja","May / 21 / 2011"
"KSW 15 - Konfrontacja","Mar / 19 / 2011"
"KSW 14 - Judgment Day","Sep / 18 / 2010"
"WAFC - World Absolute FC","Jun / 24 / 2010"
"KSW 13 - Kumite","May / 07 / 2010"
"KSW 9 - Konfrontacja","May / 09 / 2008"
"KSW 8 - Konfrontacja","Nov / 10 / 2007"
"KSW - Elimination","Sep / 15 / 2007"
"FCP 3 - Khalidov vs. Troeng","Feb / 25 / 2007"
"AFC 104 - Killa Gorilla vs. Kryptonite","Jan / 22 / 2014"
"AFC 102 - Champion vs. Champion","Oct / 16 / 2013"
"AK Entertainment - AK Tuesday Night Fights","Apr / 30 / 2013"
"AFC 97 - Cupid's Chokehold 2","Feb / 13 / 2013"
"ACF - Tribute to Veterans","Oct / 28 / 2011"
"Alaska Fighting Championship 85 - Tortures & Takedowns","Oct / 12 / 2011"
"Midnight Sun Mayhem 1 - Final Word","Jun / 19 / 2011"
"Alaska Fighting Championship 83 - Best of the Best 7","May / 18 / 2011"
"Alaska Fighting Championship 81 - Title Chase","Mar / 23 / 2011"
"CFFC 63 - Anyanwu vs. Teed","Feb / 18 / 2017"
"CFFC 60 - Webb vs. Steele","Aug / 06 / 2016"
"CFFC 59 - Morrison vs. Gordon","Jul / 09 / 2016"
"CFFC 48 - Good vs. Burrell","May / 09 / 2015"
"CFFC 44 - Bezerra vs. Makashvili 2","Dec / 13 / 2014"
"CFFC 28 - Brenneman vs. Baker","Oct / 26 / 2013"
"Duelo De Giagantes - Round 4","Jun / 22 / 2013"
"Duelo De Giagantes - Round 3","Jun / 15 / 2013"
"Duelo De Giagantes - Round 2","Jun / 08 / 2013"
"Duelo De Giagantes - Round 1","Jun / 02 / 2013"
"CFFC 6 - The Return","Feb / 05 / 2011"
"Evolution - AMMA","Dec / 04 / 2010"
"Desert Force 17 - Homecoming","May / 25 / 2015"
"Cage - Cage 29","Feb / 28 / 2015"
"Desert Force 12 - Jordan","Apr / 28 / 2014"
"SFC 13 - First Defense","Jun / 01 / 2013"
"GMC 3 - Cage Time","Feb / 16 / 2013"
"WOF - Tournament Round 1","Feb / 12 / 2011"
"Rizin FF - Rizin 18","Aug / 18 / 2019"
"Pancrase - 281","Oct / 02 / 2016"
"PC MMA - Pinnacle Combat 23","Apr / 29 / 2016"
"WSOF-GC 2 - World Series of Fighting Global Championship: Japan 1","Feb / 07 / 2016"
"MFL 37 - Michiana Fight League 37","Mar / 28 / 2015"
"Alpha One Sports - IT Fight Series 30","Jan / 30 / 2015"
"LOF 55 - Legends of Fighting 55","Nov / 21 / 2014"
"AFC - Absolute Fighting Championship 22","Sep / 19 / 2014"
"Xplode Fight Series - Lock Down","Aug / 09 / 2014"
"Gladiator Challenge - California State Championship Series","Feb / 28 / 2015"
"Gladiator Challenge - Holiday Beatings","Dec / 20 / 2014"
"Gladiator Challenge - Season's Beatings","Nov / 22 / 2014"
"Gladiator Challenge - Glove Up","Oct / 04 / 2014"
"WFC - World Fighting Championships 10","Aug / 17 / 2013"
"Xplode Fight Series - Summer Fight Night 3","Jun / 21 / 2013"
"CWC - Operation Fight Night","Apr / 14 / 2012"
"RITC - Respect in the Cage","Jan / 21 / 2012"
"Xtreme Warfare - Inauguration","Sep / 03 / 2011"
"KOTC - Underground 58","Jun / 05 / 2010"
"TFA 17 - Total Fighting Alliance 17","Apr / 17 / 2010"
"Dream - Dream 16","Sep / 25 / 2010"
"Strikeforce / M-1 Global - Fedor vs. Rogers","Nov / 07 / 2009"
"Dream 9 - Featherweight Grand Prix 2009 Second Round","May / 26 / 2009"
"Kingdom MMA - Miller vs. Hose","Apr / 18 / 2009"
"HDNet Fights - Reckless Abandon","Dec / 15 / 2007"
"Icon Sport - Epic","Mar / 31 / 2007"
"Icon Sport - Mayhem vs. Trigg","Dec / 01 / 2006"
"Icon Sport - Mayhem vs. Lawler","Sep / 02 / 2006"
"WFA 4 - King of the Streets","Jul / 22 / 2006"
"Icon Sport - Mayhem vs. Giant","May / 26 / 2006"
"Icon Sport - Opposites Attract","Oct / 28 / 2005"
"Superbrawl - Icon","Jul / 23 / 2005"
"UFC 52 - Couture vs. Liddell 2","Apr / 16 / 2005"
"SB 37 - SuperBrawl 37","Oct / 16 / 2004"
"SB 32 - SuperBrawl 32","Dec / 05 / 2003"
"SB 31 - SuperBrawl 31","Sep / 20 / 2003"
"PFC - Put Up or Shut Up","Aug / 23 / 2003"
"SB 30 - Collision Course","Jun / 13 / 2003"
"EC 50 - Extreme Challenge 50","Feb / 23 / 2003"
"FFP - February Fight Party","Feb / 01 / 2003"
"ISCF - Atlanta","Aug / 16 / 2002"
"RFC 1 - The Beginning","Jul / 13 / 2002"
"XP 2 - Xtreme Pankration 2","Apr / 12 / 2002"
"HFP 1 - Rumble on the Reservation","Mar / 30 / 2002"
"ISCF - Battle at the Brewery 2001","Dec / 08 / 2001"
"UP 1 - Ultimate Pankration 1","Nov / 11 / 2001"
"Dana White's Tuesday Night Contender Series - Season 2, Episode 6","Jul / 24 / 2018"
"LFA 26 - Odoms vs. Hughes","Nov / 03 / 2017"
"RFO - Big Guns 24","Jun / 10 / 2017"
"Alpha One Sports - IT Fight Series 48","Dec / 10 / 2016"
"RFO - Big Guns 18","Mar / 19 / 2016"
"RFO - Big Guns 16: The Summit","Aug / 22 / 2015"
"PACF - PA Cage Fight 21","May / 30 / 2015"
"RFO - Big Guns 15","Mar / 21 / 2015"
"NAAFS - Fight Night in the Flats 8","Jun / 02 / 2012"
"NAAFS - Caged Fury 15","Oct / 15 / 2011"
"NAAFS - Rock N Rumble 5","Aug / 27 / 2011"
"NAAFS - Proving Ground MMA Series 7","Jun / 11 / 2011"
"NAAFS - Night of Champions 2010","Dec / 04 / 2010"
"NAAFS - Rock N Rumble 4","Aug / 28 / 2010"
"NAAFS - North Coast Showdown 5","Apr / 17 / 2010"
"NAAFS - Midwest Combat Challenge 10","Jan / 30 / 2010"
"NAAFS - Midwest Combat Challenge 8","May / 23 / 2009"
"FF 13 - Fightfest 13","Aug / 24 / 2007"
"Invicta FC 26 - Maia vs. Niedzwiedz","Dec / 08 / 2017"
"Imortal FC 2 - Kamikaze","Dec / 13 / 2015"
"Samurai FC 12 - Hearts on Fire","Oct / 10 / 2015"
"Imortal FC 1 - The Invasion","Jun / 13 / 2015"
"Talent MMA Circuit 11 - Sao Jose dos Pinhais 2014","Aug / 23 / 2014"
"Talent MMA Circuit 9 - Sao Jose dos Pinhais 2014","May / 10 / 2014"
"PF - Pink Fight","Jan / 29 / 2012"
"KMMAC - Kumite MMA Combate","Oct / 28 / 2011"
"PFE - Power Fight Extreme 4","Nov / 20 / 2010"
"GFC - Gladiators Fighting Championship 2","Oct / 16 / 2010"
"CMMA - Challenge Mixed Martial Arts","Aug / 07 / 2010"
"PFE - Power Fight Extreme 2","Mar / 13 / 2010"
"Brave FC 4 - Explosion","Dec / 05 / 2009"
"MCC 9 - Heatwave","Jul / 27 / 2007"
"Greensparks - Full Contact Fighting 3","Mar / 17 / 2007"
"TFC - Battle at the Barn","Feb / 21 / 2007"
"MCC 5 - Thanksgiving Throwdown","Nov / 22 / 2006"
"UGC 4 - The Civil War","Sep / 22 / 2006"
"Greensparks - Full Contact Fighting 1","Aug / 19 / 2006"
"MCC 4 - The Rematch","Jul / 15 / 2006"
"MCC 1 - In The Beginning","Feb / 11 / 2006"
"XKK - Trials","Aug / 27 / 2005"
"XKK - Des Moines","Mar / 19 / 2005"
"DD 3 - Downtown Destruction 3","Mar / 02 / 2005"
"DD 2 - Downtown Destruction 2","Feb / 02 / 2005"
"JM 2 - Jungle Madness 2","Jan / 15 / 2005"
"DD 1 - Downtown Destruction 1","Jan / 12 / 2005"
"THFC - Friday Night Fights 7","Feb / 06 / 2004"
"THFC - Friday Night Fights 6","Jan / 30 / 2004"
"THFC - Friday Night Fights 4","Jan / 16 / 2004"
"Professional Fighters League - PFL 5: 2019 Regular Season","Jul / 25 / 2019"
"TKO 41 - Champions","Dec / 08 / 2017"
"ACB 72 - Makovsky vs. Sherbatov","Oct / 14 / 2017"
"TKO 38 - Ascension","Apr / 07 / 2017"
"TKO 36 - Resurrection","Nov / 04 / 2016"
"XFFC 10 - Out of the Ashes","Jul / 08 / 2016"
"XFFC 9 - Conviction","Apr / 15 / 2016"
"ADW - Abu Dhabi Warriors 3","Oct / 03 / 2015"
"ADW - Abu Dhabi Warriors 2","Mar / 26 / 2015"
"PFC 3 - Showdown In The Downtown","Oct / 18 / 2014"
"AFC 19 - Undisputed","Jul / 05 / 2013"
"Elite 1 - Redemption","Jul / 28 / 2012"
"AM Ford Fight Night 2012 - Demolition","Apr / 14 / 2012"
"SFS 3 - Meltdown in the Valley","Dec / 03 / 2011"
"Global Warriors FC 1 - Uprising","Aug / 13 / 2011"
"SITH - Slammer in the Hammer","Jun / 17 / 2011"
"Wreck MMA - Strong and Proud","Jan / 28 / 2011"
"CFC - Canadian Fighting Championship 6","Oct / 08 / 2010"
"CFC - Canadian Fighting Championship 5","Jun / 04 / 2010"
"Elite 1 - First Blood","Apr / 24 / 2010"
"CFC - Canadian Fighting Championship 4","Feb / 26 / 2010"
"Elite 1 - Resurrection","Nov / 28 / 2009"
"TFE MMA - Vengeance","Aug / 26 / 2016"
"ACB 40 - Battleground","Jun / 03 / 2016"
"KSW 32 - Road to Wembley","Oct / 31 / 2015"
"League S-70 - Plotforma 6th","Aug / 29 / 2015"
"Smash Global - The Main Event","Aug / 01 / 2015"
"Arena Tour 5 - Falcao vs. Taylor","Apr / 18 / 2015"
"WSOF 7 - Karakhanyan vs. Palmer","Dec / 07 / 2013"
"K-Oz Entertainment - Bragging Rights 5","Feb / 23 / 2013"
"K-Oz Entertainment - Bragging Rights 4","Nov / 16 / 2012"
"DH - Dragon House 11","Aug / 18 / 2012"
"CG - Cage Gladiator 7","Aug / 04 / 2012"
"CWFC - Fight Night 6","May / 24 / 2012"
"Panama Fight League - Ultimate Combat Challenge 7","Sep / 30 / 2011"
"BFL 8 - Island Beatdown","May / 28 / 2011"
"BFL 7 - Invasion","Mar / 26 / 2011"
"AFC 1 - Australian Fighting Championship 1","Nov / 12 / 2010"
"MFC 26 - Retribution","Sep / 10 / 2010"
"MFC 25 - Vindication","May / 07 / 2010"
"AMMA 2 - Vengeance","Feb / 05 / 2010"
"Strikeforce - Challengers 4","Nov / 06 / 2009"
"Dream 10 - Welterweight Grand Prix 2009 Final","Jul / 20 / 2009"
"SF 4 - Shark Fights 4","May / 02 / 2009"
"King of Champions - Shockwave 2009","Mar / 28 / 2009"
"XCF - Rumble in Racetown 1","Feb / 14 / 2009"
"TWC 1 - The Beginning","Jan / 15 / 2009"
"MMAX 15 - MMA Xtreme 15","Nov / 16 / 2007"
"MOTM - Melee on the Mountain","Nov / 06 / 2007"
"Primal MMA - The Next Level","Aug / 11 / 2007"
"TC 21 - Total Combat 21","Jun / 08 / 2007"
"Tuff-N-Uff - Tuff-N-Uff 2","Apr / 14 / 2007"
"MMAX 9 - MMA Xtreme 9","Mar / 03 / 2007"
"No Limits - Annihilation","Nov / 04 / 2006"
"UFC - The Ultimate Fighter Season 25 Opening Round, Day 2","Feb / 03 / 2017"
"UFC - The Ultimate Fighter Season 7 Quarterfinals, Day 1","Feb / 22 / 2008"
"UFC - The Ultimate Fighter Season 7 Opening Round, Day 1","Feb / 01 / 2008"
"Vale Tudo Japan - VTJ 3rd","Oct / 05 / 2013"
"Fight Time 8 - It's Fight Time","Feb / 17 / 2012"
"G-Force Fights - Bad Blood 4","Nov / 18 / 2010"
"BFC - Bellator Fighting Championships 31","Sep / 30 / 2010"
"Action Fight League - Rock-N-Rumble 3","Jun / 04 / 2010"
"Action Fight League - Rock-N-Rumble 2","Mar / 05 / 2010"
"HOOKnSHOOT - GFight 2009 Grand Prix","Jan / 16 / 2009"
"WFC 6 - Battle in the Bay","Mar / 22 / 2008"
"Bodog Fight - Vancouver","Aug / 25 / 2007"
"WFC 3 - Turf Wars","Apr / 07 / 2007"
"CFC 2 - Combat Fighting Championship 2","Sep / 23 / 2006"
"ProFC 47 - Russia vs. Europe","Apr / 14 / 2013"
"WFC - Web Fight Combat","Jan / 27 / 2013"
"HFC - Heavy Fighting Championship 2","Oct / 13 / 2012"
"SC - Strike Combat","Sep / 15 / 2012"
"Ring of Fire 4 - In the Faive","Aug / 28 / 2012"
"HFC - Heavy Fighting Championship","May / 20 / 2012"
"NCF - Nitrix Champion Fight 11","May / 05 / 2012"
"WGP - Wako Grand Prix 3","Nov / 19 / 2011"
"SC 1 - Sagaz Combat 1","Sep / 06 / 2011"
"NAAFS - Fight Night in the Flats 9","Jun / 01 / 2013"
"NAAFS - Rock N Rumble 6","Aug / 17 / 2012"
"BFC - Bellator Fighting Championships 51","Sep / 24 / 2011"
"NAAFS - Eve of Destruction 1","Sep / 18 / 2010"
"NAAFS - Fight Night in the Flats 6","Jun / 05 / 2010"
"NAAFS - Night of Champions 2009","Dec / 05 / 2009"
"NAAFS - Caged Fury 7","Oct / 09 / 2009"
"NAAFS - Fight Night in the Flats 5","Jun / 06 / 2009"
"NAAFS - Night of Champions 2008","Dec / 06 / 2008"
"NAAFS - Fight Night in the Flats 4","Jun / 07 / 2008"
"Invicta FC 1 - Coenen vs. Ruyssen","Apr / 28 / 2012"
"The Cage Inc. - Battle at the Border 7","Nov / 19 / 2010"
"BFC - Bellator Fighting Championships 25","Aug / 19 / 2010"
"Action Fight League - Rock-N-Rumble","Sep / 25 / 2009"
"RMBB - Caged Vengeance","Nov / 08 / 2008"
"Fist Series - WinterFist 2008","Feb / 20 / 2008"
"FFF 2 - Girls Night Out","Jul / 14 / 2007"
"FFF 1 - Asian Invasion","Feb / 17 / 2007"
"HOOKnSHOOT - The Women Return","Nov / 18 / 2006"
"UFC - The Ultimate Fighter Season 20 Opening Round, Day 3","Jul / 15 / 2014"
"Titan FC 45 - Araujo vs. Capitulino","Aug / 18 / 2017"
"BFC - Battlefield: The Great Beginning","Mar / 18 / 2017"
"EMMA - Eternal MMA 19","Jul / 30 / 2016"
"Tribe Tokyo Fight - TTF Challenge 05","Sep / 23 / 2015"
"XFC 21 - Xtreme Fighting Championship 21","Jun / 14 / 2014"
"UCU 2 - Unarmed Combat Unleashed 2","Feb / 08 / 2014"
"FWC 16 - FightWorld Cup 16","Nov / 16 / 2013"
"Nitro MMA - Nitro 9","Jul / 13 / 2013"
"BFW 18 - Canberra","Dec / 21 / 2012"
"GMC 8 - German MMA Championship 8","Apr / 16 / 2016"
"RFC - Caged 2","Dec / 19 / 2015"
"Innferno 1 - Innferno Fighting Championship 1","Jun / 13 / 2015"
"AFL 4 - Canarias","Mar / 14 / 2015"
"AFL 2 - Ansgar Fighting League 2","Nov / 29 / 2014"
"RNC - Martial Arts Gala","Nov / 30 / 2013"
"SFC 12 - Tournament 2012 Part V","Nov / 24 / 2012"
"RFC - Respect Fighting Championship 6","Sep / 17 / 2011"
"OC - Cage Fight Night 9","Oct / 17 / 2010"
"OC 19 - Outsider Cup 19","Jul / 10 / 2010"
"OC 15 - Outsider Cup 15","Nov / 14 / 2009"
"FMC - Fighting Masters Championship","Oct / 17 / 2009"
"Inka FC 27 - Pinedo vs. Ferreira","Feb / 18 / 2018"
"EMMA - Extreme MMA 11","Jul / 01 / 2017"
"Redemption Fighters 3 - Verona vs. Pinedo 2","Mar / 22 / 2017"
"300 Sparta 12 - Vasquez vs. Romero","Aug / 31 / 2016"
"300 Sparta 11 - Giglio vs. China","Jun / 30 / 2016"
"Inka FC - Inka Warriors 5","Dec / 16 / 2015"
"Arena Tour 7 - Sordi vs. Soluco","Sep / 19 / 2015"
"Inka FC - Inka Warriors 4","Jul / 17 / 2015"
"Arena Tour 6 - Tirloni vs. Brooks","Jun / 26 / 2015"
"Peru FC - Peru Fighting Championship 19","Dec / 03 / 2014"
"Arena Tour 3 - Moore vs. Tirloni","Aug / 15 / 2014"
"300 Sparta - MMA 3","Sep / 16 / 2013"
"TFC 13 - Top FC 13","Nov / 05 / 2016"
"Top FC 11 - Top FC vs. Kunlun Fight","May / 22 / 2016"
"Deep - Jewels 9","Aug / 29 / 2015"
"Road FC 23 - Road Fighting Championship 23","May / 02 / 2015"
"Gladiator - Gladiator 81","Mar / 01 / 2015"
"Road FC 18 - Road Fighting Championship 18","Aug / 30 / 2014"
"Road FC - Korea 2: Korea vs. Japan","Mar / 09 / 2014"
"Deep - Cage Impact 2013","Nov / 24 / 2013"
"HFS - Hex Fight Series 13","Mar / 23 / 2018"
"HFS - Hex Fight Series 9","Jun / 23 / 2017"
"HFS - Hex Fight Series 7","Dec / 02 / 2016"
"MASS - Inauguration","Jul / 16 / 2011"
"Northeast MMA - Cage Fight 6","Nov / 26 / 2010"
"Northeast MMA - Cage Fight 5","Aug / 13 / 2010"
"SF - Shogun Fights 2","Mar / 27 / 2010"
"Northeast MMA - Cage Fight 2","Nov / 27 / 2009"
"SF - Shogun Fights 1","Oct / 24 / 2009"
"PCF - Premier Cage Fighting","Aug / 28 / 2009"
"Northeast MMA - Cage Fight 1","Jun / 12 / 2009"
"ICF - Vendetta","Oct / 25 / 2008"
"UFC on FX - Guillard vs. Miller","Jan / 20 / 2012"
"UFC 103 - Franklin vs. Belfort","Sep / 19 / 2009"
"UFC 89 - Bisping vs. Leben","Oct / 18 / 2008"
"IFL - New Jersey","Apr / 04 / 2008"
"ROC 18 - Ring of Combat 18","Mar / 07 / 2008"
"ROC 17 - Beast of the Northeast Finals","Nov / 30 / 2007"
"CFFC 5 - Two Worlds, One Cage","Jun / 23 / 2007"
"CFFC 4 - Cage Fury Fighting Championships 4","Apr / 13 / 2007"
"RF 10 - Reality Fighting 10","Nov / 19 / 2005"
"UCMMA 24 - Hands of War","Oct / 22 / 2011"
"UCMMA 14 - Invincible","Aug / 07 / 2010"
"UCMMA 12 - Never Back Down","May / 08 / 2010"
"UCMMA 9 - Fighting for Heroes","Dec / 05 / 2009"
"UCMMA 4 - Relentless","May / 09 / 2009"
"UCMMA 2 - Unbreakable","Feb / 07 / 2009"
"UCMMA 1 - Bad Breed","Dec / 06 / 2008"
"FX3 - Fight Night 9","Sep / 13 / 2008"
"FCFN 8 - Full Contact Fight Night 8","Jul / 26 / 2008"
"CFFC 43 - Webb vs. Good","Nov / 01 / 2014"
"ROC 42 - Ring of Combat 42","Sep / 14 / 2012"
"ROC 41 - Ring of Combat 41","Jun / 15 / 2012"
"KOTC - Empire","Feb / 03 / 2011"
"KOTC - No Mercy","Sep / 17 / 2010"
"BFC - Bellator Fighting Championships 2","Apr / 10 / 2009"
"NBF - New Breed Fighters X","Feb / 09 / 2008"
"NBF - New Breed Fighters IX","Dec / 28 / 2007"
"PLMMA 17 Extra - Warmia Heroes","May / 18 / 2013"
"MFC 5 - Makowski Fighting Championship 5","Dec / 08 / 2012"
"ALMMA - Amateur League MMA 18","Mar / 04 / 2012"
"CWFC 53 - Cage Warriors Fighting Championship 53","Apr / 13 / 2013"
"UFC - The Ultimate Fighter Season 20 Opening Round, Day 2","Jul / 10 / 2014"
"THF - The Hill Fighters 3","Sep / 20 / 2014"
"RDC MMA - Reto de Campeones 1","Feb / 14 / 2014"
"Shooto Brazil - Shooto Brazil 44","Nov / 14 / 2013"
"HFR 3 - High Fight Rock 3","Jun / 15 / 2013"
"BMAT - Budokukai Martial Arts Tournament","Sep / 29 / 2012"
"AFC - Anapolis Fight Championship","May / 19 / 2012"
"Hot Fight - Vale Tudo","Oct / 15 / 2010"
"UFC - The Ultimate Fighter Brazil Season 4 Semifinals, Day 1","Mar / 06 / 2015"
"UFC - The Ultimate Fighter Brazil Season 4 Quarterfinals, Day 6","Feb / 24 / 2015"
"UFC - The Ultimate Fighter Brazil Season 4 Elimination Fights","Feb / 02 / 2015"
"LFA 65 - Royval vs. Sanchez","May / 03 / 2019"
"LFA 58 - Park vs. Willis","Jan / 25 / 2019"
"Fresquez Productions - Jackson-Wink Fight Night 1","Feb / 25 / 2017"
"XFC 20 - High Octane","Sep / 28 / 2012"
"KOTC - Night Stalker","Jan / 14 / 2012"
"Cherokee Street - United MMA Bash","Sep / 24 / 2011"
"ECSC - Friday Night Fights 2","Feb / 11 / 2011"
"NMCF - New Mexico Cage Fighting","Apr / 17 / 2010"
"SCA - Duke City Fall Brawl 2","Nov / 25 / 2009"
"Cage Life - Ultimate Freedom Throwdown","Jul / 04 / 2009"
"JMMAS - Jackson's MMA Series 4","Apr / 09 / 2011"
"DE - Desert Extreme","Sep / 03 / 2004"
"VFC - Victory Fighting Championship 36","Oct / 14 / 2011"
"Disorderly Conduct 2 - The Return","May / 21 / 2011"
"MCC 16 - No Guts, No Glory","Sep / 12 / 2008"
"VFC 24 - Revolution","Jul / 26 / 2008"
"Punch Promotions - Midwest Massacre","Jun / 23 / 2007"
"AFC 7 - Gladiators","Apr / 29 / 2006"
"AFC 6 - Full Force","Mar / 24 / 2006"
"UFC on Fox 4 - Shogun vs. Vera","Aug / 04 / 2012"
"WFL 6 - Real: No Fooling Around","Apr / 01 / 2006"
"CZ 12 - Night of Champions","Nov / 05 / 2005"
"APEX - Undisputed","Sep / 03 / 2005"
"AFC 13 - Absolute Fighting Championships 13","Jul / 30 / 2005"
"MD 19 - Mass Destruction 19","Feb / 26 / 2005"
"CZ 8 - Street Justice","Oct / 02 / 2004"
"MD 17 - Mass Destruction 17","Aug / 28 / 2004"
"CZ 6 - Rampage","Jun / 26 / 2004"
"MMA - Eruption","Apr / 30 / 2004"
"MD 15 - Mass Destruction 15","Feb / 21 / 2004"
"UFC - The Ultimate Fighter Season 5 Opening Round, Day 5","Feb / 12 / 2007"
"MD 14 - Mass Destruction 14","Dec / 13 / 2003"
"HFC 2 - Hardcore Fighting Championships 2","Oct / 18 / 2003"
"XF - Xtreme Fighting 6","Oct / 03 / 2003"
"MD 11 - Mass Destruction 11","Jun / 07 / 2003"
"RF 1 - Reality Fighting 1","Jul / 20 / 2002"
"AFL 17 - Coal and Blood","Nov / 24 / 2018"
"AFL 16 - Feudal War","Sep / 29 / 2018"
"AFL 15 - Typhoon","May / 05 / 2018"
"AFL 14 - Outbreak","Mar / 17 / 2018"
"AFL 13 - Alvarez vs. Gonzalez","Oct / 14 / 2017"
"AFL 12 - Warcelona","Jun / 03 / 2017"
"FNS - Fight Night Series 2","Mar / 18 / 2017"
"MMA Casino Fights - Alvarez vs. Ed-Doukani","Oct / 08 / 2016"
"MMA Casino Fights - Alvarez vs. Bravo","Jul / 08 / 2016"
"MMA Espana - Bandog Challenge 3","Jun / 12 / 2015"
"M-1 Global - M-1 Challenge 56","Apr / 10 / 2015"
"Fightstar Promotions - Rage in the Cage 3","Mar / 21 / 2015"
"MMA Espana - Desafio Burgos Profight 2015","Mar / 07 / 2015"
"IPC 6 - International Pro Combat 6","Jan / 26 / 2015"
"MMA Espana - Bandog Challenge 2","Apr / 12 / 2014"
"Txurdinaga Sutan - Pro Boxing & MMA","Dec / 28 / 2013"
"Nemesis Fighting - MMA Global Invasion","Dec / 11 / 2010"
"UWC 8 - Judgment Day","May / 22 / 2010"
"UWC 7 - Redemption","Oct / 03 / 2009"
"DCMMAS - Duke City MMA Series 2","Jul / 25 / 2009"
"Last Man Standing - The Prodigy","Dec / 15 / 2007"
"Last Man Standing - Total Devastation","Mar / 17 / 2007"
"ROF 27 - Collision Course","Dec / 09 / 2006"
"ROF 25 - Overdrive","Jul / 29 / 2006"
"RITR - Rumble in the Rockies","Feb / 18 / 2006"
"KOTC - Socorro","Jul / 23 / 2005"
"GCM - Demolition 041114","Nov / 14 / 2004"
"UFC - The Ultimate Fighter Season 14 Quarterfinals, Day 6","Jul / 06 / 2011"
"RFO - Big Guns 25","Sep / 30 / 2017"
"NAAFS - Caged Vengeance 16","Mar / 07 / 2015"
"UFC - The Ultimate Fighter Season 27 Quarterfinals, Day 1","Feb / 06 / 2018"
"CM 30 - Caged Madness 30","Jul / 26 / 2014"
"RFO - Big Guns 12","Aug / 31 / 2013"
"RFO - Big Guns 11","Nov / 17 / 2012"
"NAAFS - Midwest Combat Challenge 16","Oct / 08 / 2011"
"ZTFN 12 - ZT Fight Night 12","Aug / 30 / 2008"
"Cage Rage - Contenders 7","Nov / 10 / 2007"
"Cage Rage - Contenders 5","Jun / 16 / 2007"
"Cage Rage - Contenders 4","Mar / 03 / 2007"
"ZTFN 4 - ZT Fight Night 4","Nov / 04 / 2006"
"FX3 - Full Contact Fight Night 3","Jul / 15 / 2006"
"JF - Jungle Fight 32","Sep / 10 / 2011"
